year_week,HHS region,week,flu_season,RSV Detections,RSV Tests,RSV positivity rate,HHS_population,temp_mean_C,dewpoint_mean_C,RH_mean,Vaccination Rate,HHS_area,density
2011-05,6,5,2011-2012,806.0,870.553,0.9258482826433313,39510585.0,2.475,-2.7625,70.15,,1464729,26.974672447940883
2011-05,7,5,2011-2012,191.0,749.0,0.25500667556742324,13837604.0,-8.3325,-11.98,75.65,,739762,18.705480951981855
2011-05,8,5,2011-2012,404.0,1578.0,0.25602027883396705,11157404.0,-10.3025,-15.1725,68.95,,1323601,8.42958263101947
2011-05,9,5,2011-2012,516.0,377.534,1.3667643179157374,48745929.0,13.8275,3.085,53.525,,1033917,47.14684931188867
2011-05,10,5,2011-2012,161.0,600.0,0.2683333333333333,13123542.0,-0.5175000000000001,-5.605,70.325,,2379870,5.514394483732305
2011-06,1,6,2011-2012,125.0,722.0,0.1731301939058172,14562704.0,-2.874,-8.228,67.46000000000001,,161583,90.12522356931113
2011-06,2,6,2011-2012,271.0,846.121,0.32028516016030806,32101935.0,-1.06,-7.69,61.9,,163889,195.87608076197915
2011-06,3,6,2011-2012,477.0,405.168,1.177289420684753,30238794.0,-1.302,-8.276,62.08,,331407,91.24367922222524
2011-06,4,6,2011-2012,489.0,391.414,1.2493165803982484,62356916.0,3.5033333333333334,-4.319999999999999,63.15,,1021659,61.034959805571134
2011-06,5,6,2011-2012,750.0,2.942,254.9286199864038,51945711.0,-5.996,-11.336,67.8,,1005710,51.650785017549794
2011-06,6,6,2011-2012,895.0,845.621,1.058393772150881,39510585.0,3.4725,-3.9099999999999997,61.525,,1464729,26.974672447940883
2011-06,7,6,2011-2012,223.0,876.0,0.2545662100456621,13837604.0,-7.09,-11.8025,70.2,,739762,18.705480951981855
2011-06,8,6,2011-2012,456.0,1720.0,0.2651162790697674,11157404.0,-7.157500000000001,-12.99,66.05,,1323601,8.42958263101947
2011-06,9,6,2011-2012,533.0,455.733,1.1695444481746988,48745929.0,15.23,1.8449999999999998,46.95,,1033917,47.14684931188867
2011-06,10,6,2011-2012,272.0,945.0,0.2878306878306878,13123542.0,0.7375,-4.1125,72.1,,2379870,5.514394483732305
2011-07,1,7,2011-2012,123.0,766.0,0.16057441253263707,14562704.0,0.48600000000000004,-5.268,66.24,,161583,90.12522356931113
2011-07,2,7,2011-2012,266.0,946.082,0.28115956122196595,32101935.0,4.06,-4.71,54.0,,163889,195.87608076197915
2011-07,3,7,2011-2012,422.0,467.173,0.9033056276796818,30238794.0,6.464,-2.3979999999999997,56.88000000000001,,331407,91.24367922222524
2011-07,4,7,2011-2012,427.0,560.261,0.7621447860907684,62356916.0,13.206666666666665,3.0171428571428573,57.18333333333334,,1021659,61.034959805571134
2011-07,5,7,2011-2012,791.0,3.128,252.8772378516624,51945711.0,4.11,-2.1719999999999997,65.76,,1005710,51.650785017549794
2011-07,6,7,2011-2012,750.0,969.537,0.7735651140699117,39510585.0,14.865,7.5024999999999995,66.325,,1464729,26.974672447940883
2011-07,7,7,2011-2012,250.0,863.0,0.28968713789107764,13837604.0,8.254999999999999,2.53,70.375,,739762,18.705480951981855
2011-07,8,7,2011-2012,619.0,912.239,0.6785502483450061,11157404.0,1.465,-9.06,51.575,,1323601,8.42958263101947
2011-07,9,7,2011-2012,462.0,485.581,0.9514375562470525,48745929.0,14.182500000000001,7.415,68.6,,1033917,47.14684931188867
2011-07,10,7,2011-2012,249.0,1005.0,0.24776119402985075,13123542.0,0.12749999999999995,-6.2775,64.475,,2379870,5.514394483732305
2011-08,1,8,2011-2012,116.0,793.0,0.14627994955863807,14562704.0,-2.772,-7.928,68.96000000000001,,161583,90.12522356931113
2011-08,2,8,2011-2012,296.0,2.098,141.08674928503336,32101935.0,1.7,-4.62,64.3,,163889,195.87608076197915
2011-08,3,8,2011-2012,381.0,395.096,0.9643225950148825,30238794.0,2.34,-2.7,70.84,,331407,91.24367922222524
2011-08,4,8,2011-2012,426.0,405.313,1.0510395669519605,62356916.0,13.326666666666666,6.164285714285714,67.38333333333333,,1021659,61.034959805571134
2011-08,5,8,2011-2012,815.0,3.096,263.24289405684755,51945711.0,-1.7879999999999998,-4.684,81.1,,1005710,51.650785017549794
2011-08,6,8,2011-2012,716.0,835.473,0.8569995679094358,39510585.0,14.7225,7.7125,68.375,,1464729,26.974672447940883
2011-08,7,8,2011-2012,252.0,868.0,0.2903225806451613,13837604.0,-0.8450000000000001,-4.9175,75.775,,739762,18.705480951981855
2011-08,8,8,2011-2012,603.0,949.255,0.6352350000790093,11157404.0,-5.5,-12.01,65.35,,1323601,8.42958263101947
2011-08,9,8,2011-2012,400.0,406.496,0.9840195229473353,48745929.0,12.504999999999999,6.3149999999999995,68.025,,1033917,47.14684931188867
2011-08,10,8,2011-2012,225.0,870.0,0.25862068965517243,13123542.0,-3.2275,-9.829999999999998,62.474999999999994,,2379870,5.514394483732305
2011-09,1,9,2011-2012,104.0,733.0,0.14188267394270124,14562704.0,0.4160000000000001,-4.779999999999999,69.55999999999999,,161583,90.12522356931113
2011-09,2,9,2011-2012,221.0,1789.0,0.12353269983230855,32101935.0,4.77,-2.02,63.3,,163889,195.87608076197915
2011-09,3,9,2011-2012,322.0,421.014,0.764820172250804,30238794.0,4.428,-1.848,66.52000000000001,,331407,91.24367922222524
2011-09,4,9,2011-2012,380.0,370.026,1.0269548626312746,62356916.0,12.858333333333334,5.478571428571429,66.46666666666665,,1021659,61.034959805571134
2011-09,5,9,2011-2012,840.0,2.992,280.7486631016043,51945711.0,0.5740000000000001,-3.724,74.52000000000001,,1005710,51.650785017549794
2011-09,6,9,2011-2012,603.0,672.245,0.8969943993633274,39510585.0,13.760000000000002,4.890000000000001,61.45,,1464729,26.974672447940883
2011-09,7,9,2011-2012,266.0,951.0,0.2797055730809674,13837604.0,2.0574999999999997,-3.45,68.8,,739762,18.705480951981855
2011-09,8,9,2011-2012,523.0,750.096,0.6972440860903137,11157404.0,0.1875,-8.6725,57.075,,1323601,8.42958263101947
2011-09,9,9,2011-2012,326.0,164.415,1.982787458565216,48745929.0,15.145,7.654999999999999,66.025,,1033917,47.14684931188867
2011-09,10,9,2011-2012,223.0,1026.0,0.21734892787524365,13123542.0,-0.2399999999999997,-6.87,63.099999999999994,,2379870,5.514394483732305
2011-10,1,10,2011-2012,85.0,766.0,0.11096605744125326,14562704.0,2.2880000000000003,-1.28,78.2,,161583,90.12522356931113
2011-10,2,10,2011-2012,192.0,1771.0,0.10841332580463016,32101935.0,6.22,0.82,69.7,,163889,195.87608076197915
2011-10,3,10,2011-2012,274.0,400.027,0.6849537656208207,30238794.0,5.4719999999999995,-0.2579999999999999,68.96000000000001,,331407,91.24367922222524
2011-10,4,10,2011-2012,296.0,271.872,1.0887476459510357,62356916.0,10.584999999999999,2.9699999999999998,64.08333333333333,,1021659,61.034959805571134
2011-10,5,10,2011-2012,683.0,2.898,235.67977915804002,51945711.0,1.9920000000000002,-1.9739999999999998,76.38,,1005710,51.650785017549794
2011-10,6,10,2011-2012,444.0,627.028,0.7081023494963542,39510585.0,13.705,3.6525000000000003,57.75,,1464729,26.974672447940883
2011-10,7,10,2011-2012,234.0,901.0,0.2597114317425083,13837604.0,3.8025,-1.61,70.725,,739762,18.705480951981855
2011-10,8,10,2011-2012,449.0,649.122,0.6917035626584833,11157404.0,1.4874999999999998,-6.827500000000001,60.05,,1323601,8.42958263101947
2011-10,9,10,2011-2012,263.0,334.346,0.7866102779755104,48745929.0,16.7725,7.7025,62.45,,1033917,47.14684931188867
2011-10,10,10,2011-2012,167.0,1087.0,0.15363385464581417,13123542.0,1.7275,-4.1025,66.675,,2379870,5.514394483732305
2011-11,1,11,2011-2012,72.0,781.0,0.09218950064020487,14562704.0,3.7439999999999998,-1.0559999999999998,72.4,,161583,90.12522356931113
2011-11,2,11,2011-2012,168.0,1686.0,0.099644128113879,32101935.0,7.62,1.18,65.0,,163889,195.87608076197915
2011-11,3,11,2011-2012,190.0,1242.0,0.1529790660225443,30238794.0,8.764,2.352,66.4,,331407,91.24367922222524
2011-11,4,11,2011-2012,306.0,388.766,0.7871058683115293,62356916.0,15.003333333333332,7.388571428571429,66.21666666666667,,1021659,61.034959805571134
2011-11,5,11,2011-2012,647.0,2.71,238.74538745387454,51945711.0,6.13,0.9399999999999998,71.11999999999999,,1005710,51.650785017549794
2011-11,6,11,2011-2012,348.0,471.824,0.7375631591440877,39510585.0,17.03,7.222499999999999,61.925,,1464729,26.974672447940883
2011-11,7,11,2011-2012,186.0,860.0,0.21627906976744185,13837604.0,9.4475,3.5199999999999996,69.0,,739762,18.705480951981855
2011-11,8,11,2011-2012,327.0,1545.0,0.21165048543689322,11157404.0,6.047499999999999,-6.0675,47.699999999999996,,1323601,8.42958263101947
2011-11,9,11,2011-2012,188.0,308.219,0.6099559079745246,48745929.0,16.9425,7.295,60.725,,1033917,47.14684931188867
2011-11,10,11,2011-2012,139.0,863.0,0.16106604866743918,13123542.0,4.26,-2.2725,64.825,,2379870,5.514394483732305
2011-12,1,12,2011-2012,71.0,716.0,0.09916201117318436,14562704.0,0.4,-5.576,66.22,,161583,90.12522356931113
2011-12,2,12,2011-2012,120.0,1565.0,0.07667731629392971,32101935.0,3.42,-3.1,64.9,,163889,195.87608076197915
2011-12,3,12,2011-2012,154.0,1185.0,0.12995780590717299,30238794.0,6.242,0.2880000000000001,67.74,,331407,91.24367922222524
2011-12,4,12,2011-2012,167.0,249.536,0.6692421133624006,62356916.0,15.893333333333333,6.892857142857143,60.416666666666664,,1021659,61.034959805571134
2011-12,5,12,2011-2012,457.0,797.32,0.5731701199016705,51945711.0,3.446,-1.936,69.6,,1005710,51.650785017549794
2011-12,6,12,2011-2012,218.0,475.429,0.4585332405048914,39510585.0,17.869999999999997,7.692499999999999,59.125,,1464729,26.974672447940883
2011-12,7,12,2011-2012,156.0,770.0,0.2025974025974026,13837604.0,7.532500000000001,1.81,69.30000000000001,,739762,18.705480951981855
2011-12,8,12,2011-2012,294.0,1401.0,0.20985010706638116,11157404.0,2.9925,-6.6775,56.849999999999994,,1323601,8.42958263101947
2011-12,9,12,2011-2012,131.0,237.045,0.5526376848277753,48745929.0,14.4575,7.26,66.175,,1033917,47.14684931188867
2011-12,10,12,2011-2012,111.0,867.0,0.12802768166089964,13123542.0,3.8375000000000004,-2.55,65.225,,2379870,5.514394483732305
2011-13,1,13,2011-2012,53.0,603.0,0.087893864013267,14562704.0,2.6879999999999997,-3.718,64.92,,161583,90.12522356931113
2011-13,2,13,2011-2012,88.0,1409.0,0.06245564229950319,32101935.0,5.0,-2.96,59.0,,163889,195.87608076197915
2011-13,3,13,2011-2012,126.0,1021.0,0.12340842311459353,30238794.0,5.396,-1.5779999999999998,64.02000000000001,,331407,91.24367922222524
2011-13,4,13,2011-2012,144.0,272.364,0.528704234039741,62356916.0,11.265,3.654285714285714,68.96666666666667,,1021659,61.034959805571134
2011-13,5,13,2011-2012,400.0,2.121,188.5902876001886,51945711.0,3.054,-4.406000000000001,60.9,,1005710,51.650785017549794
2011-13,6,13,2011-2012,108.0,1368.0,0.07894736842105263,39510585.0,16.985,6.745,61.1,,1464729,26.974672447940883
2011-13,7,13,2011-2012,71.0,562.0,0.12633451957295375,13837604.0,7.6725,0.6225,64.6,,739762,18.705480951981855
2011-13,8,13,2011-2012,225.0,1243.0,0.18101367658889783,11157404.0,5.53,-3.5250000000000004,58.349999999999994,,1323601,8.42958263101947
2011-13,9,13,2011-2012,127.0,1197.0,0.1060985797827903,48745929.0,19.5625,8.9975,58.650000000000006,,1033917,47.14684931188867
2011-13,10,13,2011-2012,90.0,791.0,0.11378002528445007,13123542.0,6.757499999999999,0.6599999999999998,69.7,,2379870,5.514394483732305
2011-14,1,14,2011-2012,33.0,495.0,0.06666666666666667,14562704.0,5.2219999999999995,1.052,76.06,,161583,90.12522356931113
2011-14,2,14,2011-2012,92.0,1274.0,0.07221350078492936,32101935.0,8.14,2.97,71.0,,163889,195.87608076197915
2011-14,3,14,2011-2012,111.0,875.0,0.12685714285714286,30238794.0,11.492,5.218,68.46000000000001,,331407,91.24367922222524
2011-14,4,14,2011-2012,124.0,224.217,0.5530356752610194,62356916.0,18.555,10.145714285714286,62.11666666666667,,1021659,61.034959805571134
2011-14,5,14,2011-2012,277.0,923.006,0.30010639150774754,51945711.0,11.064,5.1899999999999995,69.86,,1005710,51.650785017549794
2011-14,6,14,2011-2012,84.0,416.058,0.20189492811098453,39510585.0,19.057499999999997,8.4725,57.525,,1464729,26.974672447940883
2011-14,7,14,2011-2012,58.0,516.0,0.1124031007751938,13837604.0,14.842500000000001,4.7299999999999995,55.5,,739762,18.705480951981855
2011-14,8,14,2011-2012,175.0,1096.0,0.15967153284671534,11157404.0,4.6125,-3.7675,61.45,,1323601,8.42958263101947
2011-14,9,14,2011-2012,60.0,1063.0,0.05644402634054563,48745929.0,16.1575,5.93,57.8,,1033917,47.14684931188867
2011-14,10,14,2011-2012,65.0,775.0,0.08387096774193549,13123542.0,3.745,-1.755,70.05,,2379870,5.514394483732305
2011-15,1,15,2011-2012,22.0,469.0,0.046908315565031986,14562704.0,7.6659999999999995,3.586,77.32,,161583,90.12522356931113
2011-15,2,15,2011-2012,69.0,1109.0,0.062218214607754736,32101935.0,11.11,6.51,74.6,,163889,195.87608076197915
2011-15,3,15,2011-2012,65.0,765.0,0.08496732026143791,30238794.0,12.684000000000001,7.1259999999999994,71.74,,331407,91.24367922222524
2011-15,4,15,2011-2012,110.0,221.169,0.4973572245658297,62356916.0,18.071666666666665,9.225714285714286,61.31666666666666,,1021659,61.034959805571134
2011-15,5,15,2011-2012,189.0,1692.0,0.11170212765957446,51945711.0,10.37,3.372,64.26,,1005710,51.650785017549794
2011-15,6,15,2011-2012,59.0,1235.0,0.04777327935222672,39510585.0,18.69,4.919999999999999,49.2,,1464729,26.974672447940883
2011-15,7,15,2011-2012,37.0,443.0,0.0835214446952596,13837604.0,12.575,3.05,57.275,,739762,18.705480951981855
2011-15,8,15,2011-2012,109.0,1043.0,0.10450623202301054,11157404.0,5.8950000000000005,-3.9575,54.7,,1323601,8.42958263101947
2011-15,9,15,2011-2012,57.0,1026.0,0.05555555555555555,48745929.0,18.515,6.475,54.775,,1033917,47.14684931188867
2011-15,10,15,2011-2012,65.0,769.0,0.08452535760728218,13123542.0,6.3125,-0.05250000000000005,66.5,,2379870,5.514394483732305
2011-16,1,16,2011-2012,18.0,403.0,0.04466501240694789,14562704.0,7.138,2.8939999999999997,76.14,,161583,90.12522356931113
2011-16,2,16,2011-2012,51.0,945.0,0.05396825396825397,32101935.0,11.15,5.56,70.2,,163889,195.87608076197915
2011-16,3,16,2011-2012,48.0,677.0,0.07090103397341212,30238794.0,13.559999999999999,7.358,68.53999999999999,,331407,91.24367922222524
2011-16,4,16,2011-2012,70.0,153.01,0.45748643879485,62356916.0,20.258333333333333,12.922857142857142,67.98333333333333,,1021659,61.034959805571134
2011-16,5,16,2011-2012,138.0,1381.0,0.0999275887038378,51945711.0,9.308,4.912000000000001,75.74,,1005710,51.650785017549794
2011-16,6,16,2011-2012,42.0,1001.0,0.04195804195804196,39510585.0,22.3425,12.4375,61.875,,1464729,26.974672447940883
2011-16,7,16,2011-2012,38.0,399.0,0.09523809523809523,13837604.0,10.245000000000001,4.655,71.05,,739762,18.705480951981855
2011-16,8,16,2011-2012,104.0,946.0,0.10993657505285412,11157404.0,4.359999999999999,-2.6675,65.65,,1323601,8.42958263101947
2011-16,9,16,2011-2012,43.0,922.0,0.046637744034707156,48745929.0,19.225,9.9275,61.225,,1033917,47.14684931188867
2011-16,10,16,2011-2012,42.0,544.0,0.07720588235294118,13123542.0,5.827500000000001,-1.32,63.1,,2379870,5.514394483732305
2011-17,1,17,2011-2012,19.0,400.0,0.0475,14562704.0,11.828,8.648,82.82000000000001,,161583,90.12522356931113
2011-17,2,17,2011-2012,30.0,669.0,0.04484304932735426,32101935.0,15.95,11.59,76.6,,163889,195.87608076197915
2011-17,3,17,2011-2012,32.0,616.0,0.05194805194805195,30238794.0,16.583999999999996,10.552,69.8,,331407,91.24367922222524
2011-17,4,17,2011-2012,61.0,1148.0,0.05313588850174216,62356916.0,20.856666666666666,13.594285714285714,67.38333333333334,,1021659,61.034959805571134
2011-17,5,17,2011-2012,97.0,1263.0,0.0768012668250198,51945711.0,12.588,7.4079999999999995,72.72,,1005710,51.650785017549794
2011-17,6,17,2011-2012,30.0,817.0,0.03671970624235006,39510585.0,19.89,9.33,58.675,,1464729,26.974672447940883
2011-17,7,17,2011-2012,24.0,365.0,0.06575342465753424,13837604.0,12.6675,4.529999999999999,62.275,,739762,18.705480951981855
2011-17,8,17,2011-2012,74.0,846.0,0.08747044917257683,11157404.0,4.365,-5.15,57.025,,1323601,8.42958263101947
2011-17,9,17,2011-2012,43.0,878.0,0.0489749430523918,48745929.0,19.259999999999998,4.08,45.975,,1033917,47.14684931188867
2011-17,10,17,2011-2012,26.0,646.0,0.04024767801857585,13123542.0,5.7524999999999995,-1.2125,65.2,,2379870,5.514394483732305
2011-18,1,18,2011-2012,17.0,358.0,0.04748603351955307,14562704.0,10.636,6.748,78.66,,161583,90.12522356931113
2011-18,2,18,2011-2012,27.0,639.0,0.04225352112676056,32101935.0,14.17,8.0,68.3,,163889,195.87608076197915
2011-18,3,18,2011-2012,27.0,555.0,0.04864864864864865,30238794.0,14.624,7.708,66.12,,331407,91.24367922222524
2011-18,4,18,2011-2012,52.0,1034.0,0.05029013539651837,62356916.0,17.796666666666667,9.594285714285714,63.13333333333333,,1021659,61.034959805571134
2011-18,5,18,2011-2012,74.0,1060.0,0.06981132075471698,51945711.0,11.3,4.632,66.12,,1005710,51.650785017549794
2011-18,6,18,2011-2012,12.0,780.0,0.015384615384615385,39510585.0,18.677500000000002,6.587499999999999,55.25,,1464729,26.974672447940883
2011-18,7,18,2011-2012,13.0,347.0,0.037463976945244955,13837604.0,14.872499999999999,3.96,52.125,,739762,18.705480951981855
2011-18,8,18,2011-2012,63.0,822.0,0.07664233576642336,11157404.0,9.17,-4.109999999999999,46.9,,1323601,8.42958263101947
2011-18,9,18,2011-2012,21.0,726.0,0.028925619834710745,48745929.0,21.5425,5.195,45.65,,1033917,47.14684931188867
2011-18,10,18,2011-2012,23.0,536.0,0.04291044776119403,13123542.0,9.415,0.575,61.325,,2379870,5.514394483732305
2011-19,1,19,2011-2012,7.0,317.0,0.022082018927444796,14562704.0,11.994,7.731999999999999,77.03999999999999,,161583,90.12522356931113
2011-19,2,19,2011-2012,20.0,573.0,0.034904013961605584,32101935.0,15.19,9.77,71.6,,163889,195.87608076197915
2011-19,3,19,2011-2012,9.0,407.0,0.022113022113022112,30238794.0,16.776,11.72,74.12,,331407,91.24367922222524
2011-19,4,19,2011-2012,49.0,977.0,0.05015353121801433,62356916.0,22.88,16.22142857142857,68.8,,1021659,61.034959805571134
2011-19,5,19,2011-2012,45.0,929.0,0.04843918191603875,51945711.0,17.886000000000003,12.834,74.08,,1005710,51.650785017549794
2011-19,6,19,2011-2012,12.0,728.0,0.016483516483516484,39510585.0,21.814999999999998,11.307500000000001,58.375,,1464729,26.974672447940883
2011-19,7,19,2011-2012,9.0,283.0,0.03180212014134275,13837604.0,19.1175,12.415,68.125,,739762,18.705480951981855
2011-19,8,19,2011-2012,33.0,720.0,0.04583333333333333,11157404.0,7.2175,0.3675,70.4,,1323601,8.42958263101947
2011-19,9,19,2011-2012,20.0,703.0,0.02844950213371266,48745929.0,19.32,8.68,57.0,,1033917,47.14684931188867
2011-19,10,19,2011-2012,16.0,531.0,0.030131826741996232,13123542.0,10.1975,2.5025,64.1,,2379870,5.514394483732305
2011-20,1,20,2011-2012,8.0,319.0,0.025078369905956112,14562704.0,12.724,11.386,92.1,,161583,90.12522356931113
2011-20,2,20,2011-2012,13.0,511.0,0.025440313111545987,32101935.0,16.0,14.19,89.3,,163889,195.87608076197915
2011-20,3,20,2011-2012,23.0,440.0,0.05227272727272727,30238794.0,17.068,13.208000000000002,80.0,,331407,91.24367922222524
2011-20,4,20,2011-2012,44.0,831.0,0.052948255114320095,62356916.0,19.523333333333333,12.401428571428571,66.76666666666667,,1021659,61.034959805571134
2011-20,5,20,2011-2012,34.0,909.0,0.0374037403740374,51945711.0,15.126,10.388,75.28,,1005710,51.650785017549794
2011-20,6,20,2011-2012,10.0,703.0,0.01422475106685633,39510585.0,20.947499999999998,11.06,58.75,,1464729,26.974672447940883
2011-20,7,20,2011-2012,5.0,245.0,0.02040816326530612,13837604.0,17.1375,9.92,66.275,,739762,18.705480951981855
2011-20,8,20,2011-2012,37.0,653.0,0.05666156202143951,11157404.0,7.7225,3.0,75.6,,1323601,8.42958263101947
2011-20,9,20,2011-2012,11.0,613.0,0.01794453507340946,48745929.0,18.7075,9.085,59.425,,1033917,47.14684931188867
2011-20,10,20,2011-2012,16.0,461.0,0.03470715835140998,13123542.0,9.8575,2.6275,64.125,,2379870,5.514394483732305
2011-21,1,21,2011-2012,6.0,306.0,0.0196078431372549,14562704.0,15.884,13.98,89.22,,161583,90.12522356931113
2011-21,2,21,2011-2012,19.0,478.0,0.0397489539748954,32101935.0,20.79,16.89,79.2,,163889,195.87608076197915
2011-21,3,21,2011-2012,3.0,370.0,0.008108108108108109,30238794.0,21.052,16.832,78.16,,331407,91.24367922222524
2011-21,4,21,2011-2012,44.0,801.0,0.05493133583021224,62356916.0,24.715,17.13142857142857,66.53333333333333,,1021659,61.034959805571134
